
[SpecTaroscoPy — PES image]
Author	R Nakazawa
Contact	nakazawa@ims.ac.jp
Version	6.5.3
--- Info ---
User	
Load File Path	/Users/ryotaro/Documents/実験データ/SpecTaroscoPy/SpecTaroscoPy/examples/DA30/Si0006.txt
Save File Path	/Users/ryotaro/Documents/実験データ/SpecTaroscoPy/SpecTaroscoPy/examples/DA30/STPy_6_5_3_PESImage/Si0006_EDCs_Ek_Offset.txt
Total Actual Scans	10
X Label	Kinetic Energy (eV)
Y Label	$k_{\parallel} \ \mathrm{(\AA^{-1})}$
Z Label	Intensity (cps)
X Min	12.0
X Max	17.0
X Step	0.01
Ek Offset	0.0
Y Min	-0.730764
Y Max	0.498633
Y Step	0.001774
Ang or Posi Offset	-3.0
MCP Function Path	None
--- Axis Conversion ---
Photon Energy	None
Applied Voltage	0.0
kinetic Energy at Fermi Level	17.0
Secondary Electron Cutoff	None
--- EDCs Stacking ---
Y Slice Center	0.48269 0.4525755 0.4224605 0.3923455 0.3622305 0.3321155 0.302001 0.271886 0.241771 0.211656 0.181541 0.151426 0.121311 0.0911965 0.0610815 0.0309665 0.0008515 -0.0292635 -0.059378 -0.089493 -0.119608 -0.149723 -0.179838 -0.209953 -0.240068 -0.2701825 -0.3002975 -0.3304125 -0.3605275 -0.3906425 -0.420757 -0.450872 -0.480987 -0.511102 -0.541217 -0.571332 -0.601447 -0.6315615 -0.6616765 -0.6917915
Z Offset EDCs	0.0 -300.0 -600.0 -900.0 -1200.0 -1500.0 -1800.0 -2100.0 -2400.0 -2700.0 -3000.0 -3300.0 -3600.0 -3900.0 -4200.0 -4500.0 -4800.0 -5100.0 -5400.0 -5700.0 -6000.0 -6300.0 -6600.0 -6900.0 -7200.0 -7500.0 -7800.0 -8100.0 -8400.0 -8700.0 -9000.0 -9300.0 -9600.0 -9900.0 -10200.0 -10500.0 -10800.0 -11100.0 -11400.0 -11700.0
 
DATA:
Ek_Si0006_EDCs	Si0006_EDCs_0.483_Offseted	Si0006_EDCs_0.453_Offseted	Si0006_EDCs_0.422_Offseted	Si0006_EDCs_0.392_Offseted	Si0006_EDCs_0.362_Offseted	Si0006_EDCs_0.332_Offseted	Si0006_EDCs_0.302_Offseted	Si0006_EDCs_0.272_Offseted	Si0006_EDCs_0.242_Offseted	Si0006_EDCs_0.212_Offseted	Si0006_EDCs_0.182_Offseted	Si0006_EDCs_0.151_Offseted	Si0006_EDCs_0.121_Offseted	Si0006_EDCs_0.091_Offseted	Si0006_EDCs_0.061_Offseted	Si0006_EDCs_0.031_Offseted	Si0006_EDCs_0.001_Offseted	Si0006_EDCs_-0.029_Offseted	Si0006_EDCs_-0.059_Offseted	Si0006_EDCs_-0.089_Offseted	Si0006_EDCs_-0.12_Offseted	Si0006_EDCs_-0.15_Offseted	Si0006_EDCs_-0.18_Offseted	Si0006_EDCs_-0.21_Offseted	Si0006_EDCs_-0.24_Offseted	Si0006_EDCs_-0.27_Offseted	Si0006_EDCs_-0.3_Offseted	Si0006_EDCs_-0.33_Offseted	Si0006_EDCs_-0.361_Offseted	Si0006_EDCs_-0.391_Offseted	Si0006_EDCs_-0.421_Offseted	Si0006_EDCs_-0.451_Offseted	Si0006_EDCs_-0.481_Offseted	Si0006_EDCs_-0.511_Offseted	Si0006_EDCs_-0.541_Offseted	Si0006_EDCs_-0.571_Offseted	Si0006_EDCs_-0.601_Offseted	Si0006_EDCs_-0.632_Offseted	Si0006_EDCs_-0.662_Offseted	Si0006_EDCs_-0.692_Offseted
13.44	0.0	-216.41677339856028	-223.8956914399268	-492.27200004373066	-767.3761296807025	-1056.9799414746635	-1340.0650680269682	-1561.5377950735628	-1851.575895682854	-2152.9750750037574	-2571.2933322747263	-2854.5146456720577	-3120.654728125054	-3404.3076376665213	-3749.3326040235806	-4092.8543834961774	-4347.976448865015	-4653.1152967961725	-4992.965793563761	-5279.725635773539	-5596.986992173218	-5891.516542605555	-6165.592404033232	-6483.720430943924	-6767.739529023525	-6991.872900389688	-7353.621137567687	-7648.229180947828	-7949.246075823978	-8291.485050753488	-8575.020496601459	-8926.933702632288	-9210.71407960009	-9496.149605063418	-9837.327184043086	-10089.413511145072	-10675.761930667415	-11090.919558897416	-11400.0	-11700.0
13.45	0.0	-208.6379207346347	-216.54611943737086	-494.6752133236614	-770.6898174183959	-1066.2137097830876	-1310.6002599001813	-1561.0446732242963	-1857.9485595572178	-2244.238198443757	-2540.4910495107833	-2885.7862587357745	-3132.9590888734388	-3443.737683856667	-3734.2165528985292	-4041.4134010610655	-4348.01882154842	-4651.500695182001	-4976.44160094481	-5229.083868170143	-5595.407319931553	-5909.732086716847	-6214.409143187695	-6478.021266874211	-6760.753524228189	-7012.126208352704	-7361.647461898947	-7696.466917404211	-8000.550636965768	-8303.382192091121	-8593.891240774805	-8908.320911022322	-9218.26390427919	-9520.54310756882	-9822.805751633095	-10144.121541613458	-10664.361085699073	-11090.770291257037	-11398.75301805067	-11700.0
13.46	0.0	-208.09575211818108	-181.61685512278075	-509.57129090103007	-795.6709923205087	-1037.50327250468	-1328.67549064206	-1569.3199143841334	-1918.16837205145	-2210.471084362478	-2576.0907697132343	-2819.7244065838267	-3110.3358486683637	-3390.5951442675773	-3739.221194078352	-4057.6366118045207	-4355.272796205671	-4661.118684711487	-4972.509224963448	-5233.598752914329	-5582.64676544497	-5931.157631401648	-6189.841420335821	-6473.102815985653	-6790.861497850735	-7045.9663531382275	-7317.698243751804	-7698.135706720204	-8013.858386289753	-8292.16063653012	-8574.215597879047	-8891.09924478712	-9247.294947297734	-9553.636060627347	-9809.621765293234	-10150.309901798806	-10640.2540353501	-11096.806290457816	-11399.658092459242	-11700.0
13.47	0.0	-210.00311015552637	-231.66075546638268	-487.624856813681	-786.1175664667015	-1103.5681816650576	-1333.264909201712	-1619.2775429422977	-1850.2311807751294	-2246.0280266303835	-2529.970066185391	-2873.4917051595153	-3152.1618033885675	-3466.675932178964	-3748.649920791436	-4034.4576596335673	-4360.626686295813	-4688.4820411905175	-4985.6896627926635	-5311.923976034111	-5614.521090899234	-5907.6152593359775	-6189.362862733714	-6511.837329902364	-6711.122849258024	-7011.647625576239	-7358.102190226477	-7675.900430253794	-7986.3253311081135	-8294.896065301591	-8601.36838174715	-8907.903923620745	-9242.00544209496	-9546.075145059502	-9815.344069049534	-10127.021751020382	-10684.82612400293	-11093.284755737835	-11399.597238918723	-11700.0
13.48	0.0	-186.34798396272424	-205.96185287076992	-485.7979611253719	-742.7493210965654	-1058.2898548284606	-1290.665836553405	-1600.8773309067965	-1863.4117859024886	-2213.0514319117774	-2552.7550371085695	-2849.9736714270884	-3176.672748482663	-3437.488362242493	-3733.597716978133	-4028.8353084725813	-4385.4813933656515	-4675.545041820145	-4974.135662028931	-5295.861714304348	-5558.827717350052	-5908.111399709444	-6216.624102752609	-6471.207073617178	-6748.200363153215	-6982.493777621788	-7307.9529683808705	-7699.312144649934	-7946.458871093884	-8275.333997282656	-8584.064361437746	-8936.146945828565	-9261.23676925271	-9522.977926735404	-9808.72153370132	-10160.550406741533	-10661.850926842026	-11094.617016310927	-11399.539851520529	-11700.0
13.49	0.0	-190.49793818580332	-236.26483784852837	-461.24989307478756	-782.1498649802029	-1022.8801735820392	-1328.3437623574607	-1550.7028629925526	-1878.0112523422208	-2228.9852788649555	-2574.055074527846	-2857.713622294099	-3149.531420654861	-3477.7572552885313	-3725.7404210490517	-4061.3044584948098	-4374.743785340963	-4674.481408807736	-4950.182907905815	-5298.198008676298	-5622.480698088557	-5911.092953352518	-6184.614558869754	-6484.8042901661265	-6782.999290763203	-7001.5795682486105	-7373.797962983588	-7671.607463742402	-7968.634631390679	-8306.020585077587	-8621.653508676516	-8897.859539016707	-9232.725075956068	-9519.03942228526	-9819.875050184173	-10131.347455133378	-10646.269169862138	-11091.124174715542	-11398.534439622848	-11700.0
13.5	0.0	-212.97344574958873	-218.2260361174205	-482.8728782516801	-779.5615990949384	-1054.041398208342	-1341.7968511914355	-1546.8710397261607	-1821.0507381822629	-2188.6498021880525	-2548.5782245784285	-2825.0865881834316	-3151.0001217877366	-3440.182472239062	-3747.5156023514164	-4075.3777850277033	-4357.292811940101	-4649.043548223032	-4929.783266609753	-5252.638340698105	-5549.815074796242	-5905.9829890697865	-6192.294810774227	-6505.824592113909	-6783.595966551591	-7040.882032322128	-7384.706778419025	-7654.578614064651	-7989.1643292081735	-8262.275922566749	-8636.548853433907	-8976.787322631772	-9238.307040054577	-9495.868711158368	-9837.54740340989	-10156.572194432494	-10654.35618013974	-11088.323062924575	-11399.782771115773	-11700.0
13.51	0.0	-208.41487572800753	-189.0969976204251	-501.553715621015	-759.5333445234237	-1061.4632841442913	-1358.0557810317896	-1602.131779437669	-1825.4600793683385	-2231.374556118101	-2512.3722514081114	-2847.685835396581	-3186.928852810978	-3451.3024792830734	-3732.7800229863924	-4063.868326256567	-4387.926231819025	-4646.741450181387	-4978.359683043031	-5265.13808916918	-5575.344544682509	-5865.307636446398	-6188.364752241011	-6478.183969195257	-6714.099090477377	-7028.052487982808	-7360.564358104057	-7679.321301515996	-7987.527718017554	-8299.59524758903	-8606.139091605395	-8938.449658250247	-9236.637886004366	-9532.815828168359	-9798.657713962657	-10157.30986791269	-10666.506508548577	-11095.587951825459	-11399.309350354913	-11700.0
13.52	0.0	-181.3975640305203	-239.23802198787484	-502.6575952724331	-755.1054780726051	-1014.3190279749819	-1324.8352035489056	-1557.770480567914	-1802.8436520404798	-2181.548968385224	-2542.061383354605	-2812.212660353756	-3076.3200476054053	-3416.52262762196	-3738.361089881477	-4066.327011133675	-4393.498671125045	-4662.640397020423	-5020.750163896266	-5293.866192791778	-5617.090108643001	-5888.0018833740705	-6179.843705581927	-6476.311164793688	-6732.926425705846	-6992.878794068098	-7330.919544460549	-7661.652132158422	-7946.938092495936	-8278.607217976718	-8583.171129291311	-8936.433193052035	-9236.377653860083	-9473.421781438958	-9821.069056721717	-10135.684935721638	-10668.222862386823	-11091.545833997656	-11399.819162876458	-11700.0
13.53	0.0	-199.4866892543729	-213.7087167047141	-513.3150051396785	-787.824257076796	-1035.0849216432161	-1282.0360222832505	-1595.083682412853	-1850.9252836380283	-2190.703064584755	-2518.3420401530557	-2821.1067701091383	-3182.2290697154403	-3462.3437107127556	-3724.464947149503	-4038.161188652198	-4318.5748440701545	-4637.62137924454	-4971.281589304005	-5303.23018723831	-5602.392408160907	-5869.07386851253	-6177.561182814554	-6448.09860812283	-6784.82730657226	-6966.276923427091	-7370.421790957691	-7657.060597074973	-7982.746125990286	-8315.151213747362	-8571.217488494365	-8911.22063014226	-9252.041548722727	-9540.124817813585	-9789.49124411189	-10126.56544337683	-10649.749445840798	-11094.561498907386	-11399.977602387396	-11700.0
13.54	0.0	-183.0264966199065	-243.00450461438942	-499.9857866072551	-768.811958705484	-1037.4860547395172	-1328.6267411375502	-1542.7191425283888	-1832.1068550661626	-2191.122998479397	-2545.0552356965486	-2836.9065957965504	-3127.440494193554	-3447.8638373335057	-3760.584468995592	-4051.458713175607	-4389.920305064246	-4640.3479556958055	-4947.102834369683	-5272.999414557775	-5603.335329126632	-5885.499405233506	-6174.474221732738	-6473.1825861772095	-6752.524516005217	-7040.785686709648	-7350.492880035308	-7631.909869400815	-7947.839043619535	-8326.133048229904	-8647.06327380366	-8947.56464310025	-9227.415011475327	-9564.33873641091	-9834.076341367152	-10136.472809716026	-10655.012035148973	-11091.251652751245	-11398.759804577947	-11700.0
13.55	0.0	-179.65031980227465	-196.60633317185147	-493.4222286953558	-806.2196432905271	-1084.195609942311	-1331.1862117520345	-1587.938228708304	-1870.8250219007782	-2183.7843825394675	-2539.4537132801333	-2863.5104178817865	-3146.89771773851	-3422.810911365047	-3717.670280718527	-4052.7254660671815	-4359.0054955870855	-4709.57147168472	-4973.338675069072	-5287.550192105713	-5617.698353752491	-5869.436678743435	-6173.534842814309	-6492.595669301403	-6750.617803763587	-7067.086013218286	-7339.945614559497	-7629.09546616246	-7966.143239600115	-8264.03037839122	-8588.391657612972	-8926.242647005787	-9247.783738086415	-9573.638329754012	-9806.540043994184	-10150.290787351367	-10638.588152784103	-11097.726648754593	-11400.0	-11700.0
13.56	0.0	-200.14768222724103	-216.24624535858527	-519.261947945532	-794.9348004953107	-1056.4642570152023	-1359.5236056440262	-1577.953440133402	-1861.0169671303838	-2174.9045251344855	-2541.5429000370123	-2842.4418838669317	-3087.959023367096	-3393.6172219197206	-3721.3537343329926	-4034.2408523011004	-4350.814718483875	-4664.150114451862	-4965.05325790984	-5283.714784186169	-5586.807699307342	-5890.76083315132	-6181.54036866454	-6488.3732552089505	-6686.274996225492	-6996.610681677462	-7351.987973990346	-7678.695462023482	-7992.475251768141	-8319.761652715306	-8632.454903044212	-8967.510236788114	-9262.87549987694	-9532.065030144564	-9787.861200394085	-10146.284089172404	-10656.296031545977	-11088.059816719124	-11399.986621661761	-11700.0
13.57	0.0	-166.72445279407563	-202.83762176527483	-517.3671236658316	-797.5568935985411	-1035.3011627125315	-1331.1949440263643	-1577.7179512876908	-1850.8643703077155	-2163.824405208962	-2546.07532509559	-2830.7217147897427	-3101.3091570596966	-3442.5460040229696	-3748.7725024918027	-4058.4425565473025	-4373.870154985008	-4661.568176472868	-4966.350712935013	-5306.520194443931	-5595.628315687375	-5898.792616621398	-6189.595675194812	-6495.883883638721	-6762.908215694361	-7051.9330830216595	-7351.5853663512	-7618.2565518197935	-7967.82324304626	-8270.887352242655	-8620.936249220675	-8925.104686035256	-9235.284316011921	-9539.837734161783	-9825.976464934	-10131.7266485486	-10639.911556906816	-11090.860866490735	-11400.0	-11700.0
13.58	0.0	-170.4197700764971	-196.58477274277448	-506.91505349713253	-767.7073481614052	-1034.6918490680623	-1361.5331678446285	-1595.9285521681982	-1810.2027908351758	-2163.167757830462	-2487.5105391803627	-2801.6706083868166	-3143.182380797147	-3463.9523986711743	-3718.895262422433	-4066.232688149835	-4375.020167621182	-4666.896205389618	-4983.492656390701	-5250.098461198284	-5588.968693110112	-5883.61702510048	-6195.676968360827	-6468.232821604201	-6735.551893951923	-7015.814044146494	-7346.131927366626	-7669.857749253282	-7990.2721931449905	-8280.171548536266	-8636.158706269782	-8954.965076234463	-9250.992206844478	-9535.02567432591	-9807.552133636782	-10127.199338980818	-10663.829110942259	-11095.703496860753	-11399.30155250792	-11700.0
13.59	0.0	-179.64385896495247	-230.25199819305766	-511.02350675797123	-800.0339916435796	-1040.9182805604828	-1337.1561027552978	-1599.0454218146506	-1855.863517736495	-2164.4854151707123	-2491.4383242296876	-2802.699345207834	-3148.378720147572	-3435.7206654237484	-3768.822414889211	-4079.657634118272	-4349.404757308385	-4671.55494489669	-4977.837567354547	-5265.187402767249	-5570.182780669451	-5876.482098272558	-6180.36057632471	-6462.239123919923	-6731.334052264006	-7007.4029878263045	-7343.013080077117	-7661.101048792723	-7949.862678894172	-8294.854870339192	-8612.204116048508	-8974.679706284323	-9259.37942884108	-9565.068734275534	-9821.679261653975	-10116.996380959697	-10644.1049735064	-11091.031444765717	-11398.713568976524	-11700.0
13.6	0.0	-179.6923484634005	-220.4164770446094	-519.5754579054078	-800.9442115267794	-998.1196238954078	-1323.214311538498	-1579.966901542849	-1841.1690542861593	-2164.5851562868543	-2496.67352497018	-2806.6945876961618	-3112.066117836315	-3431.973768222199	-3738.457111893363	-4046.154910367385	-4371.517161269113	-4673.762832852401	-4961.087752652204	-5288.997306413314	-5613.67396426087	-5836.698296398957	-6144.85132326082	-6461.594119575941	-6737.216702036189	-7027.473951401013	-7318.85999694688	-7634.664452283565	-7986.603276245962	-8282.30963137782	-8612.668654492203	-8972.46745046099	-9223.28476107202	-9564.466354024686	-9826.709722535777	-10163.659155737596	-10619.565420692326	-11090.099126099169	-11398.691453482968	-11700.0
13.61	0.0	-172.44816556702418	-206.2376087650972	-500.8789643206174	-768.7477853893514	-1056.2120972857845	-1357.4499825151217	-1604.4940198902448	-1864.6953380479645	-2146.0189350495834	-2534.2546610780823	-2822.7864060415204	-3148.400576765362	-3455.3946955056026	-3770.241148575444	-4093.6576442690352	-4397.690589802265	-4652.141326017166	-4943.588053134449	-5283.973290410421	-5590.861865416221	-5882.291727752108	-6197.611112875732	-6494.65387361749	-6741.031548195138	-7025.341613485193	-7366.135540594055	-7611.431510092312	-8011.733413498493	-8304.235601540337	-8602.468781020085	-8914.194630716802	-9261.57550138855	-9541.225571660143	-9830.017054563266	-10161.487415850806	-10619.377398901594	-11090.944878758904	-11399.829333397453	-11700.0
13.62	0.0	-184.40694300195705	-241.22676924730285	-513.0994378257527	-748.4885177345886	-1056.2646430659447	-1326.979334566644	-1573.8034344302664	-1836.913376642095	-2154.6383163188752	-2487.6028766499794	-2838.0805555474344	-3089.329622565501	-3451.8558048659615	-3779.0985948167845	-4061.0066429566673	-4350.715037414112	-4658.234354240629	-4967.528075537591	-5297.042906661486	-5582.756912679744	-5876.4963475374925	-6186.621074627178	-6500.807607428	-6698.548035849208	-7041.142961897156	-7337.5689546837475	-7656.932206893184	-8019.341281683012	-8318.186314555112	-8665.857397289556	-8932.103675374412	-9249.985704360106	-9523.884217078756	-9797.536295783322	-10095.944534137361	-10591.335085392797	-11087.88097361927	-11398.856375694582	-11700.0
13.63	0.0	-162.20767162462099	-202.79489747678252	-542.9656470738587	-805.4056893485185	-1037.6048377253533	-1327.8503987468453	-1567.2644064490519	-1832.780089390019	-2108.74940849487	-2528.289157366189	-2824.7157516711636	-3119.04173616553	-3425.606025964034	-3762.512785624321	-4052.1560530154393	-4367.642469777344	-4679.42644256866	-4982.37806877525	-5264.302722260751	-5586.252508861669	-5892.584978799703	-6173.694740802649	-6496.016962463956	-6735.163359877735	-7053.301620692775	-7341.677084133556	-7641.816411400144	-7984.5903853473255	-8283.169104382352	-8645.080055651753	-8966.747569867968	-9264.570556444878	-9534.634463926737	-9838.800043152025	-10134.405818744615	-10601.09993027381	-11086.61603187594	-11399.641152088601	-11700.0
13.64	0.0	-164.55272242470141	-225.27504814035268	-529.4228222444034	-797.926339038261	-1061.4275442500816	-1351.521484184012	-1623.0049006274949	-1845.47861161425	-2116.1235850576054	-2490.4758536968206	-2877.733962810835	-3104.1612780946393	-3455.3905340318984	-3739.9790451563276	-4053.6956980373593	-4392.780886542544	-4648.851316951733	-4985.800623173459	-5280.194008992611	-5570.709996067892	-5846.745407065389	-6176.376543018318	-6429.723051810712	-6699.406960573924	-7033.518274753971	-7355.902504948234	-7699.850700420293	-7938.830026199263	-8320.719577772454	-8631.22604146753	-8943.488892902755	-9261.08252816556	-9542.210912073484	-9776.451535915714	-10079.877387248216	-10617.585581649648	-11086.052510993144	-11399.959013681726	-11700.0
13.65	0.0	-169.34739528988266	-200.23213982275104	-504.4370666469246	-804.8651143234622	-1050.5467645223216	-1332.4572287001838	-1599.7591578189144	-1888.6966938972923	-2122.366240367144	-2478.037709728731	-2810.412177410033	-3112.437206478221	-3435.526550299343	-3748.0865330749853	-4062.223695473197	-4326.693361688536	-4642.002435757695	-4951.708121914211	-5288.420851440298	-5595.963197625108	-5900.819631332176	-6197.865907841704	-6414.380179790176	-6728.564747786122	-7077.444921593911	-7360.671465289561	-7649.221964126002	-7998.124684565484	-8295.191683636485	-8627.169993442183	-8915.185021690948	-9250.95280905866	-9533.389830199378	-9811.17210522513	-10138.88697530391	-10610.739921829767	-11088.686918856012	-11397.876744614066	-11700.0
13.66	0.0	-178.04189544820113	-150.9644732352557	-475.14805726052043	-756.7424591071053	-1046.7906882946686	-1337.8531037973223	-1614.9460894977665	-1858.6832748161794	-2148.849935761441	-2523.0068376331137	-2780.463882984358	-3132.366479450978	-3458.348653977888	-3727.564947280547	-3995.478200192542	-4364.887228446151	-4678.2825997899035	-4980.857592735119	-5263.922841255144	-5583.415060058792	-5899.650098896963	-6207.311775871743	-6462.89432940253	-6721.757935974114	-7072.113062833811	-7372.127740794045	-7645.118389068696	-7991.816939522536	-8289.690088289188	-8620.317719125665	-8939.50810056205	-9229.920594667887	-9498.086135737945	-9835.191151288846	-10148.981505468104	-10607.486828316802	-11091.232860691061	-11398.688830257377	-11700.0
13.67	0.0	-157.46790636433843	-209.7464229498541	-517.0115445661238	-762.4519645781252	-1081.7113520969647	-1374.8045624066312	-1556.297709861245	-1831.8375566740242	-2155.588879841016	-2466.9843659776875	-2825.2945370626535	-3170.9010784624083	-3445.5483815019224	-3735.7255382056023	-4058.020251143591	-4369.657763541243	-4689.209041767856	-4983.667071287307	-5242.1756937148575	-5540.23373555573	-5856.712470980081	-6194.157452669335	-6471.6912311089545	-6724.934945453892	-7013.347702755637	-7364.285897177038	-7677.139718818159	-7984.270564275411	-8333.71807353809	-8645.769656868539	-8925.492518367872	-9227.568378307997	-9556.090485230932	-9802.890272169148	-10126.480476701317	-10610.482271420258	-11085.012372938325	-11398.133010264974	-11700.0
13.68	0.0	-116.04654681299252	-201.85227942787657	-487.03678978511175	-766.1826109580896	-1036.9074400144937	-1322.6029042426	-1578.6690191193634	-1813.0164050332196	-2090.4456023870034	-2492.902247738528	-2819.893832311225	-3136.7834577299045	-3461.6760877794213	-3702.890762093075	-4041.6710231432453	-4352.824556830235	-4716.582394240529	-4996.0474323108465	-5296.342994449856	-5618.1500823008655	-5873.630632581389	-6167.081681135265	-6451.460268886716	-6768.445354463139	-7036.122639240184	-7344.381549950762	-7657.790639569407	-7951.59396224952	-8296.55756193319	-8664.9891423475	-8974.10828187957	-9271.861242344432	-9543.297605142629	-9837.09648311921	-10093.219125232605	-10600.860954656842	-11086.619220506565	-11396.013554042536	-11700.0
13.69	0.0	-165.02075064590298	-223.221333122523	-474.48125359921386	-801.0521517458687	-1062.1421089464736	-1331.2923609108898	-1605.5117514017193	-1860.8945379702723	-2148.0116119111262	-2493.238900533393	-2870.04866089159	-3151.3337127412155	-3454.70074201504	-3749.8277829533677	-4022.7459828451256	-4356.2634241563965	-4649.968646058699	-4989.401578139863	-5292.617678811069	-5590.508212917456	-5875.26287251772	-6188.491591127198	-6452.32154458508	-6688.481048435611	-7057.581755440876	-7374.934637105871	-7689.740490503522	-8022.030231311373	-8332.214040641773	-8597.055353848655	-8925.319233050059	-9260.36241775075	-9497.490949956364	-9810.91587879129	-10111.38107339383	-10600.07457830673	-11090.882157303398	-11397.045343266527	-11700.0
13.7	0.0	-136.73115705580392	-207.73984382798335	-478.08016766642436	-772.1269485426684	-1040.5518910323103	-1349.938705082356	-1642.5369423160516	-1855.9633533923134	-2126.5009815297904	-2549.2225524052947	-2825.5121824346543	-3171.2257874268753	-3440.9866038336017	-3747.2552037404057	-4060.699395113344	-4364.430558938984	-4674.971153571671	-4930.160542271706	-5317.26488856113	-5604.1769294172755	-5889.981899904249	-6185.2105690160015	-6409.348501685517	-6762.036772501807	-7056.17045364225	-7369.380192137324	-7701.114923094577	-7970.8573064551765	-8335.052571526747	-8611.76100386129	-8954.88006148843	-9224.159995044285	-9540.573839503317	-9815.70210831458	-10103.080836870286	-10592.634872997154	-11085.723575671813	-11400.0	-11700.0
13.71	0.0	-128.26843929479642	-176.41450439934562	-465.91975563579075	-768.1447159716863	-1084.481638400751	-1361.1724931129309	-1626.5954310089203	-1881.276655991621	-2144.8378202536496	-2503.6504641736947	-2805.9430599548923	-3133.2940052136587	-3404.8123737970036	-3735.449475542693	-4082.1551719614267	-4350.359416259482	-4615.153416352157	-4953.965545659115	-5275.552146840286	-5595.633780133187	-5884.838445491029	-6202.608260401961	-6471.514535676998	-6724.531684088493	-7036.656854316348	-7369.5518483592605	-7670.234702259262	-7960.692540873122	-8308.389874404294	-8618.217639422484	-8933.596197622412	-9225.769078859312	-9532.867579050642	-9809.39165892941	-10120.213087692455	-10594.996861994716	-11086.373899851951	-11399.507018228569	-11700.0
