
[SpecTaroscoPy — PES image]
Author	R Nakazawa
Contact	nakazawa@ims.ac.jp
Version	6.5.3
--- Info ---
User	
Load File Path	/Users/ryotaro/Documents/実験データ/SpecTaroscoPy/SpecTaroscoPy/examples/DA30/Si0006.txt
Save File Path	/Users/ryotaro/Documents/実験データ/SpecTaroscoPy/SpecTaroscoPy/examples/DA30/STPy_6_5_3_PESImage/Si0006_EDCs_Ek.txt
Total Actual Scans	10
X Label	Kinetic Energy (eV)
Y Label	$k_{\parallel} \ \mathrm{(\AA^{-1})}$
Z Label	Intensity (cps)
X Min	12.0
X Max	17.0
X Step	0.01
Ek Offset	0.0
Y Min	-0.730764
Y Max	0.498633
Y Step	0.001774
Ang or Posi Offset	-3.0
MCP Function Path	None
--- Axis Conversion ---
Photon Energy	None
Applied Voltage	0.0
kinetic Energy at Fermi Level	17.0
Secondary Electron Cutoff	None
--- EDCs Stacking ---
Y Slice Center	0.48269 0.4525755 0.4224605 0.3923455 0.3622305 0.3321155 0.302001 0.271886 0.241771 0.211656 0.181541 0.151426 0.121311 0.0911965 0.0610815 0.0309665 0.0008515 -0.0292635 -0.059378 -0.089493 -0.119608 -0.149723 -0.179838 -0.209953 -0.240068 -0.2701825 -0.3002975 -0.3304125 -0.3605275 -0.3906425 -0.420757 -0.450872 -0.480987 -0.511102 -0.541217 -0.571332 -0.601447 -0.6315615 -0.6616765 -0.6917915
Z Offset EDCs	0.0 -400.0 -800.0 -1200.0 -1600.0 -2000.0 -2400.0 -2800.0 -3200.0 -3600.0 -4000.0 -4400.0 -4800.0 -5200.0 -5600.0 -6000.0 -6400.0 -6800.0 -7200.0 -7600.0 -8000.0 -8400.0 -8800.0 -9200.0 -9600.0 -10000.0 -10400.0 -10800.0 -11200.0 -11600.0 -12000.0 -12400.0 -12800.0 -13200.0 -13600.0 -14000.0 -14400.0 -14800.0 -15200.0 -15600.0
 
DATA:
Ek_Si0006_EDCs	Si0006_EDCs_0.483	Si0006_EDCs_0.453	Si0006_EDCs_0.422	Si0006_EDCs_0.392	Si0006_EDCs_0.362	Si0006_EDCs_0.332	Si0006_EDCs_0.302	Si0006_EDCs_0.272	Si0006_EDCs_0.242	Si0006_EDCs_0.212	Si0006_EDCs_0.182	Si0006_EDCs_0.151	Si0006_EDCs_0.121	Si0006_EDCs_0.091	Si0006_EDCs_0.061	Si0006_EDCs_0.031	Si0006_EDCs_0.001	Si0006_EDCs_-0.029	Si0006_EDCs_-0.059	Si0006_EDCs_-0.089	Si0006_EDCs_-0.12	Si0006_EDCs_-0.15	Si0006_EDCs_-0.18	Si0006_EDCs_-0.21	Si0006_EDCs_-0.24	Si0006_EDCs_-0.27	Si0006_EDCs_-0.3	Si0006_EDCs_-0.33	Si0006_EDCs_-0.361	Si0006_EDCs_-0.391	Si0006_EDCs_-0.421	Si0006_EDCs_-0.451	Si0006_EDCs_-0.481	Si0006_EDCs_-0.511	Si0006_EDCs_-0.541	Si0006_EDCs_-0.571	Si0006_EDCs_-0.601	Si0006_EDCs_-0.632	Si0006_EDCs_-0.662	Si0006_EDCs_-0.692
13.32	0.0	76.4149837847578	408.00653112207453	390.09041024554944	440.2382904540292	449.8702141644002	517.9830072453315	539.7759863315334	457.17514998377146	500.74388695003734	456.62405482330905	475.1946446384676	452.12599588361303	500.0294005322992	498.9017733348856	436.7975584673075	443.82574837157887	430.1477267414312	428.330879414664	405.227029411382	447.8366035725036	425.17363893304054	393.009625368057	397.453244606084	408.80072715185554	491.29208746044884	458.9186995740436	437.9441881614021	404.4090283715902	397.5706982540119	422.5115002731328	422.75288700133467	397.5391155107786	415.8469655169894	421.84273650503906	352.8910929741029	112.10020235979553	3.374956979042108	0.0	0.0
13.33	0.0	68.23079192497698	378.4015818741642	395.5906544600204	450.45826286963916	479.56616511692704	490.0753195233757	531.9336311359575	478.64136332868355	428.6532367285152	443.52743071576447	457.7842433752921	433.8164129436408	469.36362261050795	455.137723536355	490.87710650030135	447.2411050589559	435.72737119586833	404.22985337022425	485.29973752914987	457.7088138340159	396.8959389626167	453.96577108571125	411.3254213777298	409.41412120439804	427.42197065282653	507.6508954787049	467.4489876859643	417.12866059704777	446.09774055647875	405.8591904294433	420.85329960246366	398.7065957900588	397.3739316611954	396.92365856856105	356.67936961908714	95.51172384027662	4.22649361362088	0.0	0.0
13.34	0.0	57.89673364807206	435.44513598651963	423.68528815804046	463.3601464848924	449.2368495582596	477.9248413256813	545.0870343790052	479.92828130115174	432.3669333161255	446.39733148312064	420.33930987715416	436.13260491069855	478.99116791080667	470.8449267328537	430.49920444657494	413.99384690553904	388.4518243028004	401.368941058891	416.5560565848416	422.1582645168491	449.45034219300936	411.0468792207443	397.687920750782	368.3744270052843	445.56690421010177	466.7247739375412	458.084502224666	411.77339384884647	445.39299820566765	432.51042653531624	401.16407006621506	386.8637282422597	414.95580271836036	378.1685066761961	320.26211659353083	108.01319121708283	9.646371796639034	0.0	0.0
13.35	0.0	67.50768611598959	400.08537314349246	466.36160184131467	467.5200215202416	449.1184340327799	477.1146400931865	555.554481507873	479.5664688517811	418.3384529174222	447.5719876604985	478.75535113591263	464.74405020546135	479.0036041449274	443.92644795347815	449.16724637486266	460.408880747826	440.4120922088181	427.9660439021915	449.172581981424	424.9766915925749	423.7693586610053	435.3233298420115	420.05490593312163	443.309497142587	462.64214313968375	496.4350214644575	467.43703207834335	383.4193956082924	428.34911492650434	445.10170479425847	420.81307178600747	416.19977900513703	395.10344392203706	362.0949795882597	318.55051384704905	138.34903868931022	7.042144275104345	0.4435818978395123	0.0
13.36	0.0	75.40744607737396	399.13428213310937	428.0428803993511	427.25701178846595	476.194248057473	504.2952922051037	573.8264848969548	526.3032342103669	446.505104928836	417.53995677665074	429.80415500732175	442.07720142351116	487.7815704012701	462.0223790310395	462.0216250379812	442.5092562011921	447.28382241535	427.88210701236795	400.77089870515704	446.41232263183235	437.03257821922125	388.29896433957407	399.7552690674331	425.76452140343923	454.75873543598146	486.6727744735073	424.31844153087707	422.2561129216091	459.6560955280505	423.50951557812425	380.71364992151086	369.7011959416841	387.8080765193149	415.8932968668092	320.957585665083	109.00899474217015	5.370450529224366	1.1917410457431987	0.0
13.37	0.0	90.04656982131908	414.4144061787185	408.4815042815598	485.53841321411	464.4630635642315	504.96323847588496	543.39849713351	509.0535322239755	474.8986542516472	423.69689797423763	460.25204615375117	453.2699330772297	459.0581787812715	492.05639118377627	461.447117082458	435.4506275854406	409.73972634917027	448.9232789665386	440.48360216596865	439.698492120593	426.49669581404044	411.8408635586339	415.58652767761356	417.2761546266632	422.8503927762857	457.6524915562023	452.36926150947914	414.1779111785376	448.19254939605827	425.4332716054566	435.61622439044044	393.79506646677055	387.59174389299653	382.846290346882	320.99857191988076	111.23075910495488	5.856485754589122	0.4499142008390642	0.0
13.38	0.0	83.18861017273011	392.29026127936976	435.0710665478333	460.73890353714916	452.85962029894654	469.6712005706676	533.5403206589086	490.49772600534345	496.96843754347043	446.9155639662011	400.9985173776342	478.795431696084	496.8279840844487	464.0501811303119	457.44756204213365	412.14180580706204	437.67752924999496	470.73033942838924	455.0855174683577	433.8777068007314	403.37335737069685	408.6087486128111	383.81703612932455	419.3514577328491	470.6856496433479	483.9121877262257	440.2881741603834	411.49475272487115	441.85634953754965	453.3751129631655	412.55855990677236	412.48151096003437	344.4616241031466	393.8468454860228	348.0940146364174	133.47301162015503	4.216760488611439	0.105323168336651	0.0
13.39	0.0	71.06541147381672	333.93442872356013	435.9902519054305	454.66544198741275	475.2212514255755	476.718397296301	562.7658247219152	523.8198592809197	435.19930822717896	454.91888773697394	453.600308449309	477.98781661594	481.6094867470405	482.573674081889	476.5789621076873	460.46958986793567	438.5667999668924	426.4429334843286	412.2411708821745	403.153966249587	442.043138638376	403.9888984577659	413.3831532871746	424.4641225676056	487.69680132088354	472.26030446544075	453.68751499395546	427.8183783012665	434.5889708997433	437.51635069281224	423.69697612105097	401.88148147308743	414.1366852027959	377.5403240228936	359.4936820809859	118.95530170525176	8.876061643034582	0.885648191641538	0.0
13.4	0.0	76.81731708610178	390.9851364872284	441.6756342394644	412.4998932449383	459.5345641051755	501.77371164051095	553.3285685297537	488.3764141985202	445.1781663034836	460.250998038997	443.4106847027921	494.95916546667786	439.9735370870808	446.024673515558	428.97950230069483	448.23592224177185	446.0916806642511	461.11507090959674	447.58518123834676	412.4719650656068	471.7734383308589	382.3689015603243	449.72859737239037	439.86268347785693	511.1930076993445	483.6780739368808	454.4351380105158	462.3968543104672	454.1950833268173	421.3977802802882	365.70378856541936	418.52623421260995	359.6113501326398	371.94580610123774	333.0049596797114	122.62570381463786	6.073306340122341	0.08878492332044838	0.0
13.41	0.0	86.31431430181827	403.1895000039551	431.0068623555928	437.61604337963666	460.0383670127355	486.988588587648	558.110188220538	522.869089294361	487.4236223022708	465.87080459029846	420.1083659641517	459.3238546856294	439.80189625684875	477.53718132810104	452.6056453771913	424.1074319285325	412.08769826888323	414.9766703168854	411.3464404487643	407.5407144592206	363.0977661878782	459.62005359784587	425.28999656423935	437.5915281534149	461.4787304553967	468.7727084337328	446.7422758920955	472.77376889470776	409.4019292825699	410.39500459302855	371.77228769076845	399.6497826439885	373.0950435452642	366.2989341181742	357.83742249474585	132.90669091468595	4.9872805224210595	0.19751244800205675	0.0
13.42	0.0	80.22581843827003	349.03451478167995	432.29577442562874	461.40361025340667	442.6268944285937	431.3041646565577	550.8702802031542	505.51810959788315	443.21057033667927	469.62544163612955	432.748799302872	459.3495160301341	445.5906637532691	473.2005125380054	439.02172914438626	447.6551547737727	413.1032656502483	424.1781093983892	414.3509844566262	398.1300907704018	392.3858868293141	422.53008731682473	437.0200077493352	419.8418114855733	456.21871846597435	468.06199062224664	444.9537618008727	434.43344950361416	422.59073108741484	387.34336941812535	413.8785454037959	389.9609461149963	372.3446678822554	381.96146850069573	376.0940731698951	146.9449589459132	5.787594336843663	0.8579660959178175	0.0
13.43	0.0	59.53554514007204	356.07810599501636	405.1245197928324	432.8385203267484	435.68933029575703	476.0165534217373	518.1517192968219	521.0117628043921	485.36365478250826	431.29579964079244	446.56624995186667	455.02532666980613	451.63869748338436	457.8586904541112	453.909508605934	449.5915620522878	388.92969315097685	379.9978476652169	422.77637507772647	421.6055648886336	412.0605767777779	390.64728593148055	356.7454621971323	417.60278556683517	499.85270137704504	470.4058538753224	472.72255544517196	463.11167898019204	445.5852325858026	404.78703309425566	366.3199528991212	369.770737958727	412.34711746247007	372.0530686086582	345.84260911791165	132.68980944641035	4.637869426828337	0.0	0.0
13.44	0.0	83.58322660143972	376.1043085600732	407.72799995626934	432.62387031929745	443.0200585253366	459.9349319730319	538.4622049264373	548.4241043171461	547.0249249962427	428.70666772527363	445.48535432794216	479.345271874946	495.69236233347874	450.6673959764196	407.14561650382257	452.0235511349849	446.8847032038272	407.03420643623923	420.27436422646133	403.0130078267821	408.4834573944454	434.4075959667683	416.2795690560763	432.26047097647427	508.12709961031214	446.3788624323131	451.7708190521721	450.7539241760224	408.5149492465117	424.97950339854145	373.0662973677116	389.28592039990986	403.85039493658246	362.67281595691463	410.58648885492767	124.23806933258425	9.080441102583055	0.0	0.0
13.45	0.0	91.36207926536532	383.45388056262914	405.3247866763386	429.31018258160407	433.7862902169124	489.3997400998187	538.9553267757036	542.0514404427823	455.7618015562428	459.50895048921666	414.2137412642257	467.0409111265613	456.26231614333295	465.78344710147087	458.58659893893457	451.9811784515793	448.4993048179987	423.55839905519076	470.91613182985697	404.59268006844763	390.2679132831527	385.5908568123051	421.9787331257892	439.2464757718104	487.8737916472957	438.3525381010528	403.5330825957891	399.44936303423185	396.6178079088783	406.1087592251945	391.6790889776788	381.7360957208089	379.4568924311804	377.19424836690393	355.87845838654266	135.6389143009279	9.229708742962778	1.246981949330821	0.0
13.46	0.0	91.90424788181892	418.38314487721925	390.42870909896993	404.32900767949127	462.49672749532016	471.32450935794003	530.6800856158667	481.83162794855	489.52891563752183	423.90923028676576	480.2755934161733	489.66415133163605	509.40485573242256	460.7788059216481	442.3633881954795	444.7272037943294	438.88131528851295	427.4907750365521	466.4012470856707	417.3532345550298	368.842368598352	410.1585796641793	426.8971840143467	409.13850214926526	454.03364686177224	482.30175624819617	401.86429327979573	386.1416137102473	407.8393634698813	425.78440212095296	408.9007552128798	352.70505270226647	346.3639393726534	390.37823470676693	349.69009820119305	159.74596464989966	3.193709542183991	0.3419075407587772	0.0
13.47	0.0	89.99688984447361	368.3392445336173	412.375143186319	413.88243353329847	396.4318183349423	466.73509079828796	480.7224570577024	549.7688192248705	453.9719733696164	470.0299338146093	426.5082948404848	447.8381966114327	433.3240678210359	451.35007920856367	465.54234036643254	439.3733137041876	411.5179588094824	414.31033720733666	388.0760239658893	385.4789091007658	392.3847406640224	410.63713726628623	388.16267009763544	488.87715074197627	488.35237442376075	441.8978097735227	424.0995697462054	413.67466889188694	405.1039346984081	398.63161825284965	392.0960763792559	357.99455790504	353.92485494049856	384.65593095046665	372.97824897961874	115.17387599707116	6.715244262163891	0.4027610812775435	0.0
13.48	0.0	113.65201603727576	394.0381471292301	414.2020388746281	457.2506789034347	441.7101451715393	509.3341634465951	499.12266909320346	536.5882140975112	486.94856808822277	447.24496289143036	450.0263285729114	423.327251517337	462.511637757507	466.40228302186694	471.1646915274184	414.51860663434843	424.4549581798545	425.8643379710695	404.1382856956519	441.17228264994765	391.88860029055536	383.3758972473908	428.79292638282175	451.7996368467847	517.5062223782124	492.04703161912965	400.68785535006566	453.5411289061155	424.6660027173434	415.9356385622541	363.853054171435	338.76323074728987	377.0220732645954	391.27846629867935	339.44959325846634	138.14907315797385	5.382983689073251	0.46014847947069587	0.0
13.49	0.0	109.5020618141967	363.7351621514716	438.75010692521244	417.85013501979705	477.1198264179608	471.65623764253934	549.2971370074473	521.9887476577792	471.01472113504434	425.9449254721542	442.2863777059011	450.4685793451389	422.24274471146873	474.25957895094814	438.6955415051903	425.256214659037	425.5185911922631	449.81709209418494	401.80199132370217	377.51930191144305	388.9070466474823	415.38544113024676	415.19570983387376	417.000709236797	498.4204317513892	426.2020370164114	428.3925362575982	431.3653686093209	393.97941492241273	378.3464913234837	402.1404609832933	367.2749240439317	380.9605777147412	380.12494981582637	368.6525448666221	153.73083013786095	8.875825284459044	1.4655603771517853	0.0
13.5	0.0	87.02655425041128	381.7739638825795	417.1271217483199	420.43840090506154	445.9586017916581	458.2031488085645	553.1289602738394	578.9492618177371	511.35019781194757	451.4217754215716	474.91341181656844	448.99987821226324	459.81752776093805	452.48439764858364	424.6222149722965	442.7071880598988	450.9564517769673	470.2167333902474	447.3616593018952	450.1849252037585	394.0170109302135	407.70518922577304	394.1754078860915	416.404033448409	459.1179676778716	415.29322158097534	445.42138593534884	410.8356707918265	437.72407743325164	363.451146566092	323.2126773682279	361.69295994542284	404.13128884163297	362.45259659010947	343.4278055675059	145.64381986025884	11.676937075425325	0.21722888422653205	0.0
13.51	0.0	91.58512427199246	410.9030023795749	398.446284378985	440.46665547657636	438.53671585570874	441.9442189682105	497.86822056233115	574.5399206316615	468.625443881899	487.62774859188875	452.31416460341916	413.0711471890222	448.6975207169265	467.2199770136076	436.1316737434331	412.07376818097543	453.25854981861255	421.64031695696934	434.8619108308203	424.6554553174907	434.6923635536019	411.6352477589889	421.81603080474247	485.9009095226231	471.94751201719157	439.43564189594366	420.6786984840034	412.4722819824459	400.4047524109694	393.86090839460405	361.55034174975276	363.3621139956339	367.1841718316408	401.3422860373431	342.69013208730985	133.4934914514225	4.412048174541716	0.6906496450869213	0.0
13.52	0.0	118.6024359694797	360.76197801212516	397.3424047275669	444.8945219273948	485.68097202501815	475.1647964510944	542.2295194320858	597.1563479595201	518.451031614776	457.93861664539486	487.787339646244	523.6799523945948	483.4773723780397	461.6389101185231	433.6729888663251	406.50132887495545	437.3596029795768	379.2498361037339	406.1338072082216	382.9098913569986	411.9981166259295	420.1562944180737	423.6888352063123	467.073574294154	507.12120593190275	469.08045553945055	438.34786784157734	453.06190750406404	421.3927820232815	416.82887070868895	363.56680694796455	363.6223461399171	426.578218561043	378.93094327828277	364.3150642783616	131.7771376131775	8.45416600234437	0.18083712354289197	0.0
13.53	0.0	100.51331074562711	386.2912832952859	386.6849948603214	412.175742923204	464.9150783567839	517.9639777167496	504.91631758714703	549.0747163619716	509.2969354152453	481.65795984694455	478.8932298908617	417.7709302845598	437.6562892872445	475.535052850497	461.8388113478021	481.4251559298456	462.37862075546025	428.7184106959951	396.7698127616904	397.6075918390933	430.9261314874703	422.4388171854462	451.90139187716943	415.17269342774057	533.7230765729088	429.57820904230925	442.9394029250266	417.2538740097144	384.8487862526381	428.78251150563494	388.77936985774	347.95845127727205	359.87518218641605	410.5087558881101	373.43455662316893	150.25055415920215	5.438501092613632	0.022397612604337	0.0
13.54	0.0	116.97350338009349	356.9954953856106	400.0142133927449	431.188041294516	462.5139452604828	471.3732588624497	557.2808574716112	567.8931449338374	508.877001520603	454.9447643034512	463.0934042034494	472.559505806446	452.13616266649416	439.4155310044082	448.5412868243931	410.07969493575405	459.65204430419465	452.89716563031743	427.00058544222566	396.66467087336775	414.5005947664945	425.5257782672611	426.81741382279023	447.4754839947824	459.21431329035187	449.5071199646916	468.09013059918504	452.160956380465	373.8669517700972	352.93672619633907	352.43535689975084	372.58498852467403	335.66126358909133	365.9236586328486	363.5271902839735	144.98796485102696	8.748347248754094	1.240195422052573	0.0
13.55	0.0	120.34968019772535	403.3936668281485	406.5777713046442	393.780356709473	415.8043900576889	468.8137882479655	512.061771291696	529.1749780992219	516.2156174605327	460.5462867198665	436.48958211821355	453.10228226148985	477.1890886349529	482.329719281473	447.2745339328184	440.9945044129141	390.4285283152805	426.6613249309276	412.44980789428735	382.30164624750876	430.5633212565651	426.46515718569157	407.40433069859716	449.3821962364127	432.9139867817142	460.05438544050355	470.9045338375396	433.8567603998855	435.9696216087793	411.60834238702785	373.75735299421245	352.21626191358564	326.36167024598706	393.4599560058158	349.7092126486332	161.4118472158962	2.273351245407745	-2.7308940619809274e-17	0.0
13.56	0.0	99.85231777275897	383.75375464141473	380.73805205446797	405.0651995046893	443.5357429847977	440.4763943559737	522.046559866598	538.9830328696163	525.0954748655146	458.45709996298757	457.5581161330681	512.0409766329037	506.38277808027954	478.6462656670072	465.7591476988995	449.1852815161244	435.8498855481383	434.94674209016017	416.28521581383126	413.19230069265825	409.23916684868016	418.45963133545985	411.6267447910494	513.7250037745082	503.38931832253826	448.0120260096535	421.3045379765182	407.52474823185867	380.2383472846938	367.5450969557878	332.4897632118856	337.1245001230602	367.9349698554363	412.13879960591436	353.7159108275948	143.70396845402368	11.94018328087619	0.013378338239291212	0.0
