
[SpecTaroscoPy — PES image]
Author	R Nakazawa
Contact	nakazawa@ims.ac.jp
Version	6.5.0
--- Info ---
User	
Load File Path	/Users/ryotaro/Documents/実験データ/SpecTaroscoPy/SpecTaroscoPy/examples/DA30/Si0006.txt
Save File Path	/Users/ryotaro/Documents/実験データ/SpecTaroscoPy/SpecTaroscoPy/examples/DA30/STPy_6_5_0_PESImage/Si0006_EDCs_EF.txt
Total Actual Scans	10
X Label	Binding Energy (eV)
Y Label	$k_{\parallel} \ \mathrm{(\AA^{-1})}$
Z Label	Intensity (cps)
X Min	-0.11
X Max	4.89
X Step	0.01
Ek Offset	0.0
Y Min	-0.626041
Y Max	0.605373
Y Step	0.001774
Ang or Posi Offset	0.0
MCP Function Path	None
--- Axis Conversion ---
Photon Energy	None
Applied Voltage	0.0
kinetic Energy at Fermi Level	16.89
Secondary Electron Cutoff	None
--- EDCs Stacking ---
Y Slice Center	0.576983 0.521978 0.466972 0.411967 0.356961 0.3019555 0.24695 0.191944 0.136939 0.081933 0.026928 -0.028078 -0.083083 -0.138089 -0.193094 -0.2481 -0.303105 -0.358111 -0.4131165 -0.468122 -0.523128 -0.578133
Z Offset EDCs	0.0 -400.0 -800.0 -1200.0 -1600.0 -2000.0 -2400.0 -2800.0 -3200.0 -3600.0 -4000.0 -4400.0 -4800.0 -5200.0 -5600.0 -6000.0 -6400.0 -6800.0 -7200.0 -7600.0 -8000.0 -8400.0
 
DATA:
EF_Si0006_EDCs	Si0006_EDCs_0.577	Si0006_EDCs_0.522	Si0006_EDCs_0.467	Si0006_EDCs_0.412	Si0006_EDCs_0.357	Si0006_EDCs_0.302	Si0006_EDCs_0.247	Si0006_EDCs_0.192	Si0006_EDCs_0.137	Si0006_EDCs_0.082	Si0006_EDCs_0.027	Si0006_EDCs_-0.028	Si0006_EDCs_-0.083	Si0006_EDCs_-0.138	Si0006_EDCs_-0.193	Si0006_EDCs_-0.248	Si0006_EDCs_-0.303	Si0006_EDCs_-0.358	Si0006_EDCs_-0.413	Si0006_EDCs_-0.468	Si0006_EDCs_-0.523	Si0006_EDCs_-0.578
2.91	23.380309028229334	831.7750655869197	894.0486469809522	833.5733451894541	864.7043918092468	1010.4648315556451	952.3866131116149	818.5251482243652	779.758415794368	752.0896848923935	735.8464850736327	731.3802490937449	762.3751504951416	754.8726741718083	743.8343066066603	680.7214774667375	743.6987431331827	728.4377867465555	705.8167021434472	689.1748224533328	238.40297723330337	1.9485279742043182
2.9	28.528299427606935	787.499717957481	907.4856401115763	844.2777915379894	871.8834848663364	990.8238303891034	883.1474435158786	754.7679710800875	829.0528994514052	755.9394587631639	803.0634629316045	674.7744362134271	774.1036442735144	689.1753454129818	728.6564942817369	789.7423119865615	773.6421551766508	701.249115308396	695.3902204950176	652.229624567389	246.76145304463506	3.0703938458546403
2.89	22.088112631957554	746.6933716871374	944.2793122383738	852.7560164856201	848.9292291076752	918.8451285028129	917.5381119313749	766.0629154216336	832.8121505128992	758.9146218582108	745.2722281100373	700.9030606965005	807.3659274762848	712.7945878809027	752.766158571339	709.1238496828659	696.0612962595725	679.1255360328919	705.8683640890838	693.8680965257282	234.47745719579603	2.5234756590750425
2.88	16.735851969740317	742.3034027109723	851.1693830866492	811.4184457871537	880.3253229030169	956.5737096457591	922.2107340504912	762.1735465524459	763.2395132240468	741.4429811192349	786.9066924038403	708.1849790950139	782.0499941629381	743.4942304835994	736.7920162617881	743.0966882926044	742.7110942832379	716.3129822335009	662.6274009983224	655.2537252104918	224.00790006611908	0.3721888068110395
2.87	26.746822342584863	843.498081830465	900.7982051623294	828.2511697127262	836.7494291475343	976.1180021479056	939.8588320773188	814.079397929742	765.594810024326	748.5144518828957	678.3619736400332	698.4950556905724	728.2016816401267	716.1662787553728	703.649892601129	753.0675128396292	718.1963728197206	744.6362580727601	667.4125711445201	668.3130747784816	244.06355736980967	1.5516670429427515
2.86	26.155382173734676	799.1696476375356	905.1457292549937	788.7689746984946	828.9658085059092	950.0060178903783	926.5551278645409	824.532203816206	736.40378722187	748.9567085452519	722.7647482455641	722.7375560939005	768.4560940351533	738.8194707877905	688.3873587869899	756.3991315510693	747.0242122131865	706.818175820115	664.4580946181801	682.9269574848154	234.62491392207974	4.029339563509854
2.85	16.425014944393237	784.6665938811855	1005.3080714369408	911.0120237948652	808.1800287973414	926.510607988379	868.7538547551075	890.4936014671317	784.765375584283	706.4418982030837	713.8123164092381	693.0555046992241	742.3609220581029	749.4493436151273	769.7336599403905	736.2314381860265	732.1158960992209	746.7445230541658	691.1966336495904	711.7964035079818	245.3761323328214	2.123181295271652
2.84	18.615062327450783	805.9426492129984	956.7609294513244	854.298749331733	848.4228563391516	930.5746751249242	930.1900068177645	808.455755791856	716.0514493911306	704.6645444418469	708.6012183734379	700.7302549866174	752.6377503003652	789.6924330014119	787.5136857682279	697.9992462352213	762.4441045119173	740.5869750363454	690.6926835867467	718.7943031509253	225.91021598019057	0.68180383997833
2.83	41.06235332483986	735.9897181485613	881.0167122590288	912.5347883654271	813.0473910531088	951.8662614516772	1024.2914775090035	788.558759220037	781.6874983386497	771.153424416018	650.7517918112467	718.8984776713971	780.6017738810799	724.7026749232913	684.4496878453383	752.7155888669239	703.0988271436968	716.7188447711547	713.228821469542	700.7100632863659	252.23619819352996	2.2575842875072536
2.82	46.74036231920755	827.0823370583979	923.7701177045836	861.1179921837755	829.3867879665511	865.076663260348	938.705690178566	861.9663759394831	741.015626977923	750.8607614892123	740.4887769293296	705.3305507593143	779.0261374534508	757.4109731425433	766.2441027077559	706.5593716638521	793.8684509162797	702.9835482092354	678.6301051722286	666.4777374805126	250.59044324164228	2.4314053084837153
2.81	31.791214652688534	779.3474613207026	890.930413095556	874.8274732774682	876.5553703024432	941.5514257807796	960.3294248540587	791.0060519037027	750.3585203934675	704.5865422934771	677.5384625383834	729.5507677446236	772.719168326334	672.8061981478835	739.4485891604301	745.9108082142596	794.3322584927001	681.9107120855705	628.4624286194054	649.7908582145437	234.39636155219515	1.9959182388382184
2.8	40.98381373814607	770.6409549046224	960.5905289034832	921.184425009808	835.646681217011	899.7615435384953	947.1705327612555	809.9965517758312	717.0818602640928	708.6698704587507	758.5972489417555	738.781655945185	757.0725864428672	718.2739076824282	778.3750681463717	717.5585089846809	785.4773057941928	687.0932807556055	702.5916439310442	696.8461254468754	243.40820887616363	4.13606881433788e-17
2.79	44.20405130970022	764.4751129238233	984.7333569879931	944.0727697863726	903.2538949857094	917.1975081226657	901.0492279934847	841.9796127715101	748.1448245910316	674.8209290546027	682.4264398655457	751.6724294043736	742.4161262339253	737.3478908553586	734.6358714097901	730.213340180965	767.9631366531736	715.7950061190394	632.8548949127983	708.7684391765596	258.622382281664	0.3515993995774056
2.78	45.0990974231009	772.4048313607798	919.3651741477945	963.2340244868496	823.7571362148323	923.063002205652	995.6801230625823	880.7971750370446	772.820946414628	722.2984834052555	715.7922008036521	675.6653021809635	785.7528782856897	705.6636221957145	679.8257241553852	732.4465232437833	759.9719751109461	723.1242908470869	650.6671070389712	717.2550480691046	267.00024378980044	0.74112392102185
2.77	48.573127598281815	730.9624572134942	924.5583869465049	903.2349580574645	827.6920804669197	937.3855395683427	963.5125306628281	815.3287415033786	768.8281852265076	738.9603441248825	644.4063775030568	648.0123854380674	771.6580574691986	734.3962731384264	727.499962611177	730.2870944296513	757.3461067306353	741.0017611183192	654.4105981524276	712.5923883776322	233.45441111922418	1.4168622691312038
2.76	38.94484373201035	764.180277781242	947.2335796736377	893.0111602870417	819.1819604266891	915.4850761677378	993.1198782142673	811.9481394083269	777.7877362734474	740.6986399936293	686.3507756455723	741.2912513149072	786.1634188876767	714.783929624786	699.1014911607588	768.2809223315751	681.1335414380284	746.0041712296552	666.6759933603468	638.621968081491	261.09959340816675	3.100021262340213
2.75	42.81060405387582	698.1955160074978	922.9134958726263	957.6744836562888	811.7437985022312	855.4215934479262	999.4623763027245	822.7751600700418	760.8599443288473	695.2530661135248	723.3712373683506	738.2223263506463	757.3024472720533	674.8737815304684	703.519745651492	779.3868435793241	758.2235702216932	737.4285460614817	722.1940277222577	656.7206369293156	239.36120671689432	0.36846816930554477
2.74	65.43892429164077	746.361586268943	832.4012121915545	951.6636628015082	941.0210465554535	885.7704261337644	924.7877400168607	822.1803533975482	735.4514776570763	689.8339592012572	671.7651716262841	719.7311579122048	769.429032365753	724.3744837729251	771.3619137866518	748.0323869886693	769.6911519207829	708.0113494683501	668.7822889733134	715.9610650782431	232.5691647459618	5.122545365751376
2.73	53.33806008258574	737.157668150681	884.8894953307175	942.4802162667268	902.0043503826761	932.3890136687266	955.2814623136746	825.9485911167372	784.1199148149985	722.4327669508382	678.1478874964355	764.1473422224846	821.4072247725528	711.2053491936256	698.7883736493444	737.0114370940163	749.5113130890221	719.8368128306863	674.2886912412014	688.4560748665093	250.4790669148973	0.48947178770083305
2.72	61.18511107113326	680.409444621747	884.6119086674879	972.7966417287367	930.471534374052	830.1157537135966	983.366605728705	815.8258697857862	774.2581492310997	715.1509738572927	688.0233114071242	694.2166153565291	753.60448518562	743.9582324802143	772.5958187509276	761.4681463465638	740.6787903524033	708.5328442570726	666.736408019224	645.7737113088115	254.01393210054997	2.6613199471962963
2.71	68.78634555870107	722.5962071028779	857.267590124739	944.542523544526	902.7507725455134	877.3853894163449	877.9402675898193	820.0317900261585	783.7374984966007	657.7919478812049	699.7794630115321	761.6004148345385	794.5783025238193	709.0364753375776	716.837067558408	788.8853251678373	739.2157269375016	658.7148822369605	630.7960591747461	670.5147770989461	241.77612651061906	4.20529415238226
2.7	66.64763307198925	713.720624384486	838.40047533702	989.9643000254792	872.7718271998892	888.7784819352937	988.994225259351	834.6702243226338	727.7530938881047	679.9243216053293	662.1593361111952	761.1883120275425	824.0505412227258	739.353350522654	751.653911029519	752.8935705264072	772.8415294120931	729.6905416863308	652.443365672283	679.6326023857285	263.977255172103	4.90272133319502
2.69	66.16236882169423	668.8280754448554	892.8144092341885	1003.7402175987501	854.9115075689168	885.6397177409926	942.0459439646979	897.5547177065889	742.8380751541761	664.2061085664886	639.4915157530232	712.5406860797272	720.1785726296248	710.5914300881923	781.087823912625	767.6233781765573	716.2879930138286	754.1041721259658	678.2126588579295	732.0496001507603	245.49856506459616	4.441241924678082e-17
2.68	64.16239016566425	662.7765592005096	860.3713615492439	932.6588114247475	886.0174114535188	848.3017487758708	978.9668372957688	800.657917697301	762.6521361810009	713.1143521024893	740.0282577420395	682.6256891005511	734.307811978034	699.8428582864434	724.6345831039981	805.4504664841046	709.6445626774613	690.4713952583301	647.2649232829762	668.2831705682471	244.74788965660917	0.9026427909150514
2.67	59.06804732372355	667.0052396357889	836.3766881020028	988.6411643281897	887.1579036622793	896.8174945950803	948.6644034655932	853.8505483909199	737.4947066969769	669.6613022779584	711.1400046060866	708.1512036568257	711.1929134993808	713.6580584240114	705.4631221158454	772.9811736804794	734.3322141756047	667.5119763307539	664.5750656356764	643.6798855277575	293.44436733863535	3.426938446129484
2.66	60.45017969355095	708.0947460295753	783.3763594237004	867.4010165093597	918.5116452484384	833.3375529147311	985.3183228916945	871.0051629495118	739.2816399205187	714.6487693896531	673.48565206799	734.2697813052072	750.6470247181624	739.9430319786294	727.8371406831278	766.9435197434021	675.6670698835479	659.1136191559514	633.1023687760858	646.4481057589644	252.97336812454722	0.0665465789690845
2.65	86.24065468540475	710.061132464091	826.0152905251649	985.8137136115758	964.0988984255937	900.4963762037534	973.0490550847712	882.944569835482	776.129667426397	730.6307939733964	709.1064429639973	736.0419933312858	760.5725494233607	710.8142855609855	755.8284537581906	750.0816224196747	719.3086569560843	685.1459716694691	688.1329628324083	723.9634341183408	255.8433765966909	1.483459822921674
2.64	69.44202072857202	665.2780616521226	847.6931163021715	968.1885597101124	908.1816139335228	964.6350820071979	973.1186260125467	812.9426834834168	774.6575816088027	688.5830530644935	682.508901447911	761.892247573757	772.9524875408969	725.833354998368	749.6960733272582	714.2669727909599	701.9986168244468	704.293482938444	683.0238073983261	729.596932549273	280.20274834445524	6.8922932920818365
2.63	84.11981830093964	672.8493420975407	783.6559874299858	1007.4060370900036	903.4232226446402	880.7016675491981	1000.4062910711324	887.9731879748566	755.1989194604922	715.7378503523516	723.9112419909692	761.2017437617336	747.9121777245755	687.2327680950373	735.1914445197236	705.8687110595844	695.6902567438647	749.2332256537056	713.739230617902	701.7566634187489	252.5219245755496	2.428882000403868
2.62	95.10406623116756	704.9930913618682	753.5242049200219	1028.379477412005	914.8551857720214	907.1049941385824	957.3434633867491	878.6098560943808	814.2121832808388	697.6947707882447	684.1191940755506	742.6339852083223	785.8721110920179	704.8564914798927	740.3071273992546	759.711718903167	690.3714275902659	647.7639451733506	651.0246591441354	664.8787879541072	264.18469159899183	3.760705773700768
2.61	72.02451706279729	693.3530763323106	766.5959285486813	965.4085636792508	919.8043389845543	902.9947806808391	985.830623234069	911.2911484535522	829.9597408208479	773.7860352285807	739.1544905813133	783.3068958899213	751.7749214676792	695.8226872610253	791.1241541346652	838.2866092424441	719.9202335619302	730.2566694955689	712.7390639474329	681.068933232117	259.7897385364309	1.101366919303645
2.6	75.43490883068617	688.9288855940404	734.5937406742821	906.4731672241182	1015.6573326583801	872.9355625920821	938.5365798720384	910.7233112201706	768.1712808962338	687.3685195725038	747.6235122176918	750.4220624238064	738.6988745634644	722.9985578150732	759.2538950305104	791.581085204447	706.150277130429	655.0077189257622	710.2122668959914	675.7055661219819	268.5023586978753	0.5993661069147215
2.59	85.65569806485522	630.30235805492	711.6693737466427	924.2697708694188	992.4107656702785	948.2192007031016	1021.971189246102	911.3113981280139	805.2549444909131	723.5316654745448	709.7813532948045	755.2096453859198	731.1039686511415	668.7466176178292	783.7344072274138	759.6246592174663	699.6878920430839	660.4619611090085	659.8036637029253	643.1035520640426	253.60106127767773	4.317195006832282
2.58	69.33229750509983	642.4815507425712	768.8595530439709	965.5830828799178	1037.8664835248637	917.033972621806	982.2592159406639	881.6364701602628	765.2438030851636	706.4272295614214	668.383097045569	759.3308419336742	750.3507723932054	750.7842448237554	760.4198645958584	736.7621547276877	713.668666109619	624.6499652332955	675.0319765481636	666.8317210783081	292.98805711157394	3.4961728062316433
2.57	62.00678635250944	653.4061181399092	713.1903549569149	950.6776208387985	996.7351374456188	955.3699201897572	978.3623665858436	867.0613223419854	756.6387353255261	690.3489702844108	672.7365355591365	776.237483892671	737.4909131715436	736.9459285324318	729.6810145699188	776.1221405921914	722.4780737245549	643.5917559752314	667.0774421957497	639.4555068856448	262.05511683896276	1.2398615526589511
2.56	96.93702513405317	599.5771783990843	724.9332693065898	887.0826258485909	1011.5456207463111	915.573258622743	1001.0566634763828	903.2645020328782	751.2636667025271	708.6435602000031	679.8742490510497	709.838577463288	702.2337247433198	722.5253837058774	767.6990982433573	759.3158567016236	731.7423265296986	712.3171172338334	739.6476893314896	648.051612000156	265.85864192557324	4.292188196437084
2.55	90.92131374431733	597.6884823872293	763.3764751444173	914.3915664203878	1045.6353014658757	928.6116731159725	983.3743764316191	911.3266871364987	807.1552569207413	705.4600998338276	702.7385015851862	769.6125403469089	770.0539818803968	702.2070007650417	773.2706467330119	779.6409300331524	684.2022649950885	669.2124520685031	638.2407201610991	677.7651999128637	283.41157196321643	5.8532452526529175
2.54	103.11689892049498	652.6241115772546	675.3529170048683	862.8196977294347	1095.2552296032677	991.7010701204448	943.2398580384299	892.2614148653331	842.7371209804361	763.0901068659265	709.9178060388086	805.9513847417977	751.0011313505178	772.3253548513796	771.0098418724161	724.5185541727934	713.1925525406313	669.3182254296192	659.3871632826052	714.1683822706459	255.64176987012084	5.17291650298467
2.53	99.90911080753452	563.5106173087169	706.4606356993692	896.4374734982781	1156.6322571016422	983.9673320240119	937.5293009471546	970.6337532292725	786.5009390050858	718.8147093432518	719.5003993008036	760.8449471435155	732.6228514044723	764.0116902781504	746.9444350638944	717.8343626841137	711.272908332733	686.3364595103175	679.8177945762791	652.7246379843383	293.1050636093512	6.17356135962806
2.52	95.07242913507064	603.2680118584024	729.7203953650132	832.4494661524897	1037.3647510302185	1013.2788188802238	1009.513087124719	929.8133729209982	802.9646425307125	710.8086208000666	707.0576445909242	759.3084491513355	740.4519132173441	735.8028495985101	790.1873600664416	766.800342313218	682.547103653988	649.9512231919649	693.8514569892391	613.5392678793226	255.39797581894248	2.4727977828570786
2.51	102.86809925446187	632.5626788606243	709.7195726891895	877.2277670090591	1003.1099210760082	981.1900120935379	1001.206968278971	933.5852103062332	787.3483849106981	663.7857174059591	682.3623568780293	803.8946911752207	730.422478020438	822.1358117771099	810.5203801836262	786.2596209349448	673.322671187711	698.5216385758433	637.3803398575227	675.3548038174744	280.04135990819884	0.6166413087253513
2.5	72.69481899634908	586.1601533938635	735.3824360361219	877.0045347930196	1055.813012951566	962.5677870024273	989.9493214298358	977.3899248491233	744.4412939972582	737.6259778669245	729.4346494739337	809.4450061298984	766.7399441321668	735.0683280212209	781.0833799999883	755.0981500538504	682.3236904273725	684.9564063647813	651.0988082225729	640.4486716861023	295.4608091470587	7.836182773183122
